RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
932,932,2025-02-07 11:49:14.6893897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehcir.ird""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
933,933,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehtrace.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
934,934,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehSSO.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
935,935,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\mcetuningoverrides.xml""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
936,936,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\Microsoft.MediaCenter.TV.Tuners.Interop.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
937,937,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehepgnet.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
938,938,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\McrMgr.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
939,939,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehrecvr.exe""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
940,940,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehiBmlDataCarousel.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
941,941,2025-02-07 11:49:14.7049897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\MFCongestionController.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
942,942,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\Microsoft.MediaCenter.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
943,943,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehRec.exe.config""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
944,944,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehiUPnP.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
945,945,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\mcplayerinterop.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
946,946,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehexthost.exe.config""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
947,947,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehcmres.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
948,948,2025-02-07 11:49:14.7205897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\mcepg.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
949,949,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\McxTask.exe""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
950,950,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\WTVGOTHIC-S.ttc""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
951,951,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\mcsrchPH.propdesc""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
952,952,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\Microsoft.MediaCenter.iTv.Hosting.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
953,953,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehchsime.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
954,954,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\ehexthost.exe""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
955,955,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\SS51.dvr-ms""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
956,956,2025-02-07 11:49:14.7361897,4907,LogAlways,Microsoft-Windows-Security-Auditing,Security,428,452,WIN-3M6ADARIMNH,10,,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-3M6ADARIMNH$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""File""},{""@Name"":""ObjectName"",""#text"":""C:\\Windows\\ehome\\NetBridge.dll""},{""@Name"":""HandleId"",""#text"":""0x18""},{""@Name"":""OldSd""},{""@Name"":""NewSd"",""#text"":""S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)""},{""@Name"":""ProcessId"",""#text"":""0x41C""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\poqexec.exe""}]}}"
